value,day,month,hour_min,day_of_week,holiday,gap_holiday,t
-0.4863503799072821,2,2,-1.6769412496681888,1,0,-1.7892859995987194,-1.7247316588365909
-0.39363648327245304,2,2,-1.6649347719606116,1,0,-1.7892859995987194,-1.724513370601989
-0.32861110185137965,2,2,-1.6529282942530341,1,0,-1.7892859995987194,-1.7242950823673873
-0.3116726816977844,2,2,-1.6409218165454564,1,0,-1.7892859995987194,-1.7240767941327855
-0.446939422748546,2,2,-1.6289153388378792,1,0,-1.7892859995987194,-1.7238585058981837
-0.3778426668392375,2,2,-1.6169088611303017,1,0,-1.7892859995987194,-1.7236402176635819
-0.3580891341178153,2,2,-1.6049023834227243,1,0,-1.7892859995987194,-1.7234219294289803
-0.28039820173473534,2,2,-1.592895905715147,1,0,-1.7892859995987194,-1.7232036411943785
-0.3317060523313291,2,2,-1.5808894280075694,1,0,-1.7892859995987194,-1.7229853529597767
-0.3369669683617988,2,2,-1.568882950299992,1,0,-1.7892859995987194,-1.722767064725175
-0.3420595937824156,2,2,-1.5568764725924147,1,0,-1.7892859995987194,-1.7225487764905731
-0.1791588591426623,2,2,-1.5448699948848372,1,0,-1.7892859995987194,-1.7223304882559716
-0.16413100793423804,2,2,-1.5328635171772598,1,0,-1.7892859995987194,-1.7221122000213698
-0.22681737577430083,2,2,-1.5208570394696823,1,0,-1.7892859995987194,-1.721893911786768
-0.1680322606017383,2,2,-1.5088505617621049,1,0,-1.7892859995987194,-1.7216756235521662
-0.2568949846920165,2,2,-1.4968440840545274,1,0,-1.7892859995987194,-1.7214573353175644
-0.23763856375281509,2,2,-1.4848376063469502,1,0,-1.7892859995987194,-1.7212390470829628
-0.3107665240001948,2,2,-1.4728311286393727,1,0,-1.7892859995987194,-1.721020758848361
-0.16844425229705745,2,2,-1.460824650931795,1,0,-1.7892859995987194,-1.7208024706137592
-0.1589568763889577,2,2,-1.4488181732242178,1,0,-1.7892859995987194,-1.7205841823791574
-0.1862473571823982,2,2,-1.4368116955166403,1,0,-1.7892859995987194,-1.7203658941445557
-0.19866472548482478,2,2,-1.4248052178090629,1,0,-1.7892859995987194,-1.720147605909954
-0.15544392336880944,2,2,-1.4127987401014854,1,0,-1.7892859995987194,-1.7199293176753523
-0.2116385097765498,2,2,-1.400792262393908,1,0,-1.7892859995987194,-1.7197110294407505
-0.20117142579545877,2,2,-1.3887857846863305,1,0,-1.7892859995987194,-1.7194927412061487
-0.08734179733841993,2,2,-1.3767793069787533,1,0,-1.7892859995987194,-1.719274452971547
-0.0679953041216662,2,2,-1.3647728292711758,1,0,-1.7892859995987194,-1.7190561647369453
-0.07116847852539895,2,2,-1.3527663515635981,1,0,-1.7892859995987194,-1.7188378765023435
-0.04535304042729852,2,2,-1.340759873856021,1,0,-1.7892859995987194,-1.7186195882677417
-0.07495743742756747,2,2,-1.3287533961484435,1,0,-1.7892859995987194,-1.71840130003314
-0.04977462258079368,2,2,-1.316746918440866,1,0,-1.7892859995987194,-1.7181830117985382
-0.05769430304631563,2,2,-1.3047404407332888,1,0,-1.7892859995987194,-1.7179647235639366
0.03861270332194703,2,2,-1.292733963025711,1,0,-1.7892859995987194,-1.7177464353293348
-0.009017682555652468,2,2,-1.2807274853181336,1,0,-1.7892859995987194,-1.717528147094733
-0.01299430189881086,2,2,-1.2687210076105564,1,0,-1.7892859995987194,-1.7173098588601312
0.1414470305923536,2,2,-1.256714529902979,1,0,-1.7892859995987194,-1.7170915706255294
0.13918878599208198,2,2,-1.2447080521954013,1,0,-1.7892859995987194,-1.7168732823909278
0.21779603486655905,2,2,-1.232701574487824,1,0,-1.7892859995987194,-1.716654994156326
0.08199009680027496,2,2,-1.2206950967802466,1,0,-1.7892859995987194,-1.7164367059217243
0.24693293724137297,2,2,-1.2086886190726691,1,0,-1.7892859995987194,-1.7162184176871225
0.15812005656790498,2,2,-1.1966821413650919,1,0,-1.7892859995987194,-1.7160001294525207
0.24453518512504427,2,2,-1.1846756636575142,1,0,-1.7892859995987194,-1.7157818412179189
0.29022128261556374,2,2,-1.1726691859499367,1,0,-1.7892859995987194,-1.7155635529833173
0.21773107207806908,2,2,-1.1606627082423595,1,0,-1.7892859995987194,-1.7153452647487155
0.3169492582940557,2,2,-1.148656230534782,1,0,-1.7892859995987194,-1.7151269765141137
0.3535686504862715,2,2,-1.1366497528272046,1,0,-1.7892859995987194,-1.714908688279512
0.22523332685811728,2,2,-1.1246432751196271,1,0,-1.7892859995987194,-1.7146904000449101
0.3433534274290607,2,2,-1.1126367974120497,1,0,-1.7892859995987194,-1.7144721118103086
0.41210464176618,2,2,-1.1006303197044722,1,0,-1.7892859995987194,-1.7142538235757068
0.2978858339350347,2,2,-1.0886238419968948,1,0,-1.7892859995987194,-1.714035535341105
0.4276359492268945,2,2,-1.0766173642893173,1,0,-1.7892859995987194,-1.7138172471065032
0.32676528483427303,2,2,-1.06461088658174,1,0,-1.7892859995987194,-1.7135989588719014
0.3960881351790746,2,2,-1.0526044088741624,1,0,-1.7892859995987194,-1.7133806706372998
0.37401676102932846,2,2,-1.0405979311665852,1,0,-1.7892859995987194,-1.713162382402698
0.48199812258353025,2,2,-1.0285914534590077,1,0,-1.7892859995987194,-1.7129440941680962
0.45000396649274965,2,2,-1.0165849757514303,1,0,-1.7892859995987194,-1.7127258059334944
0.38744925572575817,2,2,-1.0045784980438528,1,0,-1.7892859995987194,-1.7125075176988926
0.3659925365947592,2,2,-0.9925720203362755,1,0,-1.7892859995987194,-1.712289229464291
0.32019985983515703,2,2,-0.9805655426286979,1,0,-1.7892859995987194,-1.7120709412296893
0.20607179525959707,2,2,-0.9685590649211205,1,0,-1.7892859995987194,-1.7118526529950875
0.14004662488406186,2,2,-0.9565525872135432,1,0,-1.7892859995987194,-1.7116343647604857
0.08412951025896279,2,2,-0.9445461095059656,1,0,-1.7892859995987194,-1.711416076525884
0.082156124723096,2,2,-0.9325396317983883,1,0,-1.7892859995987194,-1.7111977882912823
0.04817185803705529,2,2,-0.9205331540908108,1,0,-1.7892859995987194,-1.7109795000566805
-0.06993064333922701,2,2,-0.9085266763832334,1,0,-1.7892859995987194,-1.7107612118220787
-0.038259254707895374,2,2,-0.8965201986756559,1,0,-1.7892859995987194,-1.710542923587477
-0.2261019827230163,2,2,-0.8845137209680786,1,0,-1.7892859995987194,-1.7103246353528752
-0.28246346746118944,2,2,-0.8725072432605011,1,0,-1.7892859995987194,-1.7101063471182736
-0.2561726171968433,2,2,-0.8605007655529237,1,0,-1.7892859995987194,-1.7098880588836718
-0.2353458709539393,2,2,-0.8484942878453463,1,0,-1.7892859995987194,-1.70966977064907
-0.4116880364128454,2,2,-0.8364878101377687,1,0,-1.7892859995987194,-1.7094514824144682
-0.41099426283293616,2,2,-0.8244813324301914,1,0,-1.7892859995987194,-1.7092331941798664
-0.31132640018593055,2,2,-0.8124748547226139,1,0,-1.7892859995987194,-1.7090149059452648
-0.3836013050555562,2,2,-0.8004683770150365,1,0,-1.7892859995987194,-1.708796617710663
-0.4543489008368028,2,2,-0.7884618993074591,1,0,-1.7892859995987194,-1.7085783294760613
-0.3000123807058986,2,2,-0.7764554215998817,1,0,-1.7892859995987194,-1.7083600412414595
-0.4851786696062771,2,2,-0.7644489438923042,1,0,-1.7892859995987194,-1.7081417530068577
-0.5210633436479399,2,2,-0.7524424661847268,1,0,-1.7892859995987194,-1.7079234647722559
-0.4051967302566294,2,2,-0.7404359884771494,1,0,-1.7892859995987194,-1.7077051765376543
-0.4400346655197898,2,2,-0.7284295107695719,1,0,-1.7892859995987194,-1.7074868883030525
-0.3630300178562369,2,2,-0.7164230330619945,1,0,-1.7892859995987194,-1.7072686000684507
-0.39690232253830504,2,2,-0.7044165553544172,1,0,-1.7892859995987194,-1.707050311833849
-0.5844809936718787,2,2,-0.6924100776468396,1,0,-1.7892859995987194,-1.7068320235992471
-0.6083258298610339,2,2,-0.6804035999392622,1,0,-1.7892859995987194,-1.7066137353646456
-0.4400250230063052,2,2,-0.6683971222316848,1,0,-1.7892859995987194,-1.7063954471300438
-0.46267563758144276,2,2,-0.6563906445241073,1,0,-1.7892859995987194,-1.706177158895442
-0.5214753698240756,2,2,-0.6443841668165299,1,0,-1.7892859995987194,-1.7059588706608402
-0.6323471575026685,2,2,-0.6323776891089525,1,0,-1.7892859995987194,-1.7057405824262384
-0.53381880846213,2,2,-0.6203712114013751,1,0,-1.7892859995987194,-1.7055222941916368
-0.4218865055213331,2,2,-0.6083647336937976,1,0,-1.7892859995987194,-1.705304005957035
-0.32009646330003994,2,2,-0.5963582559862203,1,0,-1.7892859995987194,-1.7050857177224332
-0.4460438553209098,2,2,-0.5843517782786427,1,0,-1.7892859995987194,-1.7048674294878314
-0.2887526498721447,2,2,-0.5723453005710654,1,0,-1.7892859995987194,-1.7046491412532296
-0.2753355634407159,2,2,-0.5603388228634878,1,0,-1.7892859995987194,-1.704430853018628
-0.15659678384665243,2,2,-0.5483323451559106,1,0,-1.7892859995987194,-1.7042125647840263
-0.05194230658061177,2,2,-0.5363258674483331,1,0,-1.7892859995987194,-1.7039942765494245
0.018059656474074842,2,2,-0.5243193897407555,1,0,-1.7892859995987194,-1.7037759883148227
-0.0954579839720016,2,2,-0.5123129120331783,1,0,-1.7892859995987194,-1.703557700080221
-0.11383923428386163,2,2,-0.5003064343256007,1,0,-1.7892859995987194,-1.7033394118456193
-0.14401468018603555,2,2,-0.4882999566180233,1,0,-1.7892859995987194,-1.7031211236110175
-0.1836696329150419,2,2,-0.476293478910446,1,0,-1.7892859995987194,-1.7029028353764157
-0.04612039327193918,2,2,-0.4642870012028685,1,0,-1.7892859995987194,-1.702684547141814
-0.08837042809725439,2,2,-0.45228052349529096,1,0,-1.7892859995987194,-1.7024662589072121
-0.17470062108645057,2,2,-0.44027404578771373,1,0,-1.7892859995987194,-1.7022479706726106
-0.109210033820545,2,2,-0.42826756808013616,1,0,-1.7892859995987194,-1.7020296824380088
-0.1854726086687699,2,2,-0.41626109037255865,1,0,-1.7892859995987194,-1.701811394203407
-0.11575239954125564,2,2,-0.4042546126649814,1,0,-1.7892859995987194,-1.7015931059688052
-0.33732350185885074,2,2,-0.3922481349574039,1,0,-1.7892859995987194,-1.7013748177342034
-0.15064060690163478,2,2,-0.3802416572498264,1,0,-1.7892859995987194,-1.7011565294996018
-0.36949367226217494,2,2,-0.3682351795422491,1,0,-1.7892859995987194,-1.700938241265
-0.34985983456655356,2,2,-0.3562287018346716,1,0,-1.7892859995987194,-1.7007199530303982
-0.31757987165490065,2,2,-0.3442222241270941,1,0,-1.7892859995987194,-1.7005016647957965
-0.3077387291022222,2,2,-0.33221574641951684,1,0,-1.7892859995987194,-1.7002833765611947
-0.33516624318022376,2,2,-0.32020926871193933,1,0,-1.7892859995987194,-1.7000650883265929
-0.3371381413814519,2,2,-0.3082027910043618,1,0,-1.7892859995987194,-1.6998468000919913
-0.2821268797180876,2,2,-0.29619631329678453,1,0,-1.7892859995987194,-1.6996285118573895
-0.45110702201012964,2,2,-0.284189835589207,1,0,-1.7892859995987194,-1.6994102236227877
-0.3979733740194564,2,2,-0.2721833578816295,1,0,-1.7892859995987194,-1.699191935388186
-0.4720617377426646,2,2,-0.26017688017405227,1,0,-1.7892859995987194,-1.6989736471535841
-0.5216202125474112,2,2,-0.24817040246647473,1,0,-1.7892859995987194,-1.6987553589189825
-0.4418807935482739,2,2,-0.23616392475889722,1,0,-1.7892859995987194,-1.6985370706843808
-0.6077030476208598,2,2,-0.22415744705131996,1,0,-1.7892859995987194,-1.698318782449779
-0.5692112520867633,2,2,-0.21215096934374245,1,0,-1.7892859995987194,-1.6981004942151772
-0.5534276895025738,2,2,-0.20014449163616493,1,0,-1.7892859995987194,-1.6978822059805754
-0.6327854711070796,2,2,-0.18813801392858767,1,0,-1.7892859995987194,-1.6976639177459738
-0.693324617913508,2,2,-0.17613153622101016,1,0,-1.7892859995987194,-1.697445629511372
-0.6732481481243026,2,2,-0.16412505851343265,1,0,-1.7892859995987194,-1.6972273412767702
-0.8399067558130975,2,2,-0.15211858080585539,1,0,-1.7892859995987194,-1.6970090530421684
-0.8742616838114419,2,2,-0.14011210309827787,1,0,-1.7892859995987194,-1.6967907648075666
-0.81033610993981,2,2,-0.12810562539070036,1,0,-1.7892859995987194,-1.696572476572965
-0.926433769025351,2,2,-0.1160991476831231,1,0,-1.7892859995987194,-1.6963541883383633
-1.0953787837535318,2,2,-0.10409266997554557,1,0,-1.7892859995987194,-1.6961359001037615
-1.0179776439872246,2,2,-0.09208619226796806,1,0,-1.7892859995987194,-1.6959176118691597
-1.168303989349914,2,2,-0.0800797145603908,1,0,-1.7892859995987194,-1.6956993236345579
-1.2674140642303093,2,2,-0.06807323685281329,1,0,-1.7892859995987194,-1.6954810353999563
-1.1682197014621558,2,2,-0.056066759145235776,1,0,-1.7892859995987194,-1.6952627471653545
-1.3436743055660416,2,2,-0.04406028143765851,1,0,-1.7892859995987194,-1.6950444589307527
-1.2655680126187676,2,2,-0.032053803730080994,1,0,-1.7892859995987194,-1.694826170696151
-1.3306461888280832,2,2,-0.020047326022503482,1,0,-1.7892859995987194,-1.6946078824615491
-1.3354839301960149,2,2,-0.008040848314926222,1,0,-1.7892859995987194,-1.6943895942269476
-1.2371077887946393,2,2,0.003965629392651293,1,0,-1.7892859995987194,-1.6941713059923458
-1.301639594114961,2,2,0.015972107100228807,1,0,-1.7892859995987194,-1.693953017757744
-1.0962504615674447,2,2,0.027978584807806066,1,0,-1.7892859995987194,-1.6937347295231422
-1.1455894669128608,2,2,0.039985062515383585,1,0,-1.7892859995987194,-1.6935164412885404
-1.0031708017599528,2,2,0.0519915402229611,1,0,-1.7892859995987194,-1.6932981530539388
-1.0953556452624413,2,2,0.06399801793053836,1,0,-1.7892859995987194,-1.693079864819337
-1.0197454502409626,2,2,0.07600449563811587,1,0,-1.7892859995987194,-1.6928615765847352
-0.9400666531752074,2,2,0.08801097334569338,1,0,-1.7892859995987194,-1.6926432883501334
-0.7912272734147399,2,2,0.10001745105327065,1,0,-1.7892859995987194,-1.6924250001155317
-0.8929005197944846,2,2,0.11202392876084816,1,0,-1.7892859995987194,-1.69220671188093
-0.730766563940387,2,2,0.12403040646842568,1,0,-1.7892859995987194,-1.6919884236463283
-0.9051717789025372,2,2,0.13603688417600293,1,0,-1.7892859995987194,-1.6917701354117265
-0.8280383043885351,2,2,0.14804336188358044,1,0,-1.7892859995987194,-1.6915518471771247
-0.8155858075903312,2,2,0.16004983959115796,1,0,-1.7892859995987194,-1.691333558942523
-0.6512823756659193,2,2,0.17205631729873522,1,0,-1.7892859995987194,-1.6911152707079211
-0.6162790359303636,2,2,0.18406279500631273,1,0,-1.7892859995987194,-1.6908969824733195
-0.7733153703732385,2,2,0.19606927271389027,1,0,-1.7892859995987194,-1.6906786942387177
-0.6208186170263006,2,2,0.20807575042146753,1,0,-1.7892859995987194,-1.690460406004116
-0.6899877425760522,2,2,0.22008222812904504,1,0,-1.7892859995987194,-1.6902421177695142
-0.6458194160347885,2,2,0.23208870583662256,1,0,-1.7892859995987194,-1.6900238295349124
-0.6613645633493496,2,2,0.24409518354419982,1,0,-1.7892859995987194,-1.6898055413003108
-0.6853407677182561,2,2,0.2561016612517773,1,0,-1.7892859995987194,-1.689587253065709
-0.5183206491800821,2,2,0.2681081389593548,1,0,-1.7892859995987194,-1.6893689648311072
-0.5409188063198236,2,2,0.2801146166669321,1,0,-1.7892859995987194,-1.6891506765965054
-0.5503856819851818,2,2,0.2921210943745096,1,0,-1.7892859995987194,-1.6889323883619036
-0.5047813394403452,2,2,0.3041275720820871,1,0,-1.7892859995987194,-1.688714100127302
-0.5829518403258215,2,2,0.31613404978966436,1,0,-1.7892859995987194,-1.6884958118927003
-0.6408751140360529,2,2,0.32814052749724193,1,0,-1.7892859995987194,-1.6882775236580985
-0.6115634116325505,2,2,0.34014700520481944,1,0,-1.7892859995987194,-1.6880592354234967
-0.41088996302534014,2,2,0.3521534829123967,1,0,-1.7892859995987194,-1.6878409471888949
-0.39409992779994685,2,2,0.3641599606199742,1,0,-1.7892859995987194,-1.6876226589542933
-0.5323938822343839,2,2,0.3761664383275517,1,0,-1.7892859995987194,-1.6874043707196915
-0.5601440221209139,2,2,0.388172916035129,1,0,-1.7892859995987194,-1.6871860824850897
-0.47400069185437943,2,2,0.4001793937427065,1,0,-1.7892859995987194,-1.686967794250488
-0.5385417035524638,2,2,0.412185871450284,1,0,-1.7892859995987194,-1.6867495060158861
-0.44679379069410774,2,2,0.42419234915786125,1,0,-1.7892859995987194,-1.6865312177812846
-0.35234571964753775,2,2,0.43619882686543876,1,0,-1.7892859995987194,-1.6863129295466828
-0.36305797527428424,2,2,0.44820530457301627,1,0,-1.7892859995987194,-1.686094641312081
-0.4523864103067468,2,2,0.46021178228059356,1,0,-1.7892859995987194,-1.6858763530774792
-0.3720624026281448,2,2,0.4722182599881711,1,0,-1.7892859995987194,-1.6856580648428774
-0.2319185021138322,2,2,0.4842247376957486,1,0,-1.7892859995987194,-1.6854397766082758
-0.25474969831171224,2,2,0.4962312154033258,1,0,-1.7892859995987194,-1.685221488373674
-0.21533203416838576,2,2,0.5082376931109034,1,0,-1.7892859995987194,-1.6850032001390722
-0.3234159658979203,2,2,0.5202441708184808,1,0,-1.7892859995987194,-1.6847849119044704
-0.41749351355544717,2,2,0.5322506485260581,1,0,-1.7892859995987194,-1.6845666236698686
-0.3587790747357089,2,2,0.5442571262336356,1,0,-1.7892859995987194,-1.684348335435267
-0.2531716446457468,2,2,0.5562636039412132,1,0,-1.7892859995987194,-1.6841300472006653
-0.3657179223081191,2,2,0.5682700816487904,1,0,-1.7892859995987194,-1.6839117589660635
-0.3377259861682058,2,2,0.5802765593563679,1,0,-1.7892859995987194,-1.6836934707314617
-0.4123173047740055,2,2,0.5922830370639451,1,0,-1.7892859995987194,-1.68347518249686
-0.38449554636966254,2,2,0.6042895147715229,1,0,-1.7892859995987194,-1.683256894262258
-0.27686984138149817,2,2,0.6162959924791003,1,0,-1.7892859995987194,-1.6830386060276565
-0.3319875425268566,2,2,0.6283024701866775,1,0,-1.7892859995987194,-1.6828203177930547
-0.4228302575589746,2,2,0.6403089478942553,1,0,-1.7892859995987194,-1.682602029558453
-0.3406033990464108,2,2,0.6523154256018325,1,0,-1.7892859995987194,-1.6823837413238512
-0.3405598907805312,2,2,0.6643219033094098,1,0,-1.7892859995987194,-1.6821654530892494
-0.3937763915115035,2,2,0.6763283810169876,1,0,-1.7892859995987194,-1.6819471648546478
-0.4224562348331057,2,2,0.6883348587245648,1,0,-1.7892859995987194,-1.681728876620046
-0.3030685626342403,2,2,0.700341336432142,1,0,-1.7892859995987194,-1.6815105883854442
-0.4344027862368991,2,2,0.7123478141397198,1,0,-1.7892859995987194,-1.6812923001508424
-0.46496245279913134,2,2,0.724354291847297,1,0,-1.7892859995987194,-1.6810740119162406
-0.4269798708816159,2,2,0.7363607695548744,1,0,-1.7892859995987194,-1.680855723681639
-0.3612685719151045,2,2,0.7483672472624521,1,0,-1.7892859995987194,-1.6806374354470373
-0.3307520529680589,2,2,0.7603737249700294,1,0,-1.7892859995987194,-1.6804191472124355
-0.41082857505870496,2,2,0.7723802026776067,1,0,-1.7892859995987194,-1.6802008589778337
-0.4534249687447297,2,2,0.7843866803851844,1,0,-1.7892859995987194,-1.6799825707432319
-0.45878279170955044,2,2,0.7963931580927617,1,0,-1.7892859995987194,-1.6797642825086303
-0.4841844143567618,2,2,0.8083996358003389,1,0,-1.7892859995987194,-1.6795459942740285
-0.4830707977066316,2,2,0.8204061135079167,1,0,-1.7892859995987194,-1.6793277060394267
-0.3746505186677904,2,2,0.8324125912154939,1,0,-1.7892859995987194,-1.679109417804825
-0.48102455886698714,2,2,0.8444190689230712,1,0,-1.7892859995987194,-1.6788911295702231
-0.3510546591288873,2,2,0.856425546630649,1,0,-1.7892859995987194,-1.6786728413356216
-0.40698118235707315,2,2,0.8684320243382263,1,0,-1.7892859995987194,-1.6784545531010198
-0.5202764401808585,2,2,0.8804385020458035,1,0,-1.7892859995987194,-1.678236264866418
-0.5292292450942088,2,2,0.8924449797533813,1,0,-1.7892859995987194,-1.6780179766318162
-0.34093207204446335,2,2,0.9044514574609586,1,0,-1.7892859995987194,-1.6777996883972144
-0.3660961321232978,2,2,0.9164579351685358,1,0,-1.7892859995987194,-1.6775814001626128
-0.531762608394434,2,2,0.9284644128761136,1,0,-1.7892859995987194,-1.677363111928011
-0.5230432600366653,2,2,0.9404708905836908,1,0,-1.7892859995987194,-1.6771448236934092
-0.5296416272614652,2,2,0.9524773682912681,1,0,-1.7892859995987194,-1.6769265354588074
-0.6606942879793103,2,2,0.9644838459988458,1,0,-1.7892859995987194,-1.6767082472242056
-0.551844086289127,2,2,0.9764903237064231,1,0,-1.7892859995987194,-1.676489958989604
-0.7668149696689319,2,2,0.9884968014140004,1,0,-1.7892859995987194,-1.6762716707550023
-0.7247632172396377,2,2,1.0005032791215782,1,0,-1.7892859995987194,-1.6760533825204005
-0.7990004393033263,2,2,1.0125097568291554,1,0,-1.7892859995987194,-1.6758350942857987
-0.9128597725170413,2,2,1.0245162345367327,1,0,-1.7892859995987194,-1.675616806051197
-0.7925343544658461,2,2,1.0365227122443104,1,0,-1.7892859995987194,-1.675398517816595
-0.6069105489425137,2,2,1.0485291899518876,1,0,-1.7892859995987194,-1.6751802295819935
-0.6303779627837661,2,2,1.060535667659465,1,0,-1.7892859995987194,-1.6749619413473917
-0.41804741896860387,2,2,1.0725421453670427,1,0,-1.7892859995987194,-1.67474365311279
-0.4736361103485857,2,2,1.08454862307462,1,0,-1.7892859995987194,-1.6745253648781881
-0.2559252154811405,2,2,1.0965551007821972,1,0,-1.7892859995987194,-1.6743070766435864
-0.13364824011417392,2,2,1.108561578489775,1,0,-1.7892859995987194,-1.6740887884089848
-0.14315952054661846,2,2,1.1205680561973523,1,0,-1.7892859995987194,-1.673870500174383
-0.07142950389091601,2,2,1.1325745339049296,1,0,-1.7892859995987194,-1.6736522119397812
-0.11944775607588697,2,2,1.1445810116125072,1,0,-1.7892859995987194,-1.6734339237051794
-0.13332910059567515,2,2,1.1565874893200845,1,0,-1.7892859995987194,-1.6732156354705776
-0.03450650998123747,2,2,1.168593967027662,1,0,-1.7892859995987194,-1.672997347235976
-0.03683393241672654,2,2,1.1806004447352396,1,0,-1.7892859995987194,-1.6727790590013742
-0.2435575694467119,2,2,1.1926069224428169,1,0,-1.7892859995987194,-1.6725607707667725
-0.23565277164673049,2,2,1.204613400150394,1,0,-1.7892859995987194,-1.6723424825321707
-0.09203162253085873,2,2,1.216619877857972,1,0,-1.7892859995987194,-1.6721241942975689
-0.12041568568865553,2,2,1.2286263555655492,1,0,-1.7892859995987194,-1.6719059060629673
-0.2882283224753679,2,2,1.2406328332731265,1,0,-1.7892859995987194,-1.6716876178283655
-0.11599580427808996,2,2,1.2526393109807041,1,0,-1.7892859995987194,-1.6714693295937637
-0.23037512776112873,2,2,1.2646457886882814,1,0,-1.7892859995987194,-1.671251041359162
-0.23161779678488048,2,2,1.2766522663958586,1,0,-1.7892859995987194,-1.6710327531245601
-0.26067339339652823,2,2,1.2886587441034365,1,0,-1.7892859995987194,-1.6708144648899586
-0.3425937230499605,2,2,1.3006652218110137,1,0,-1.7892859995987194,-1.6705961766553568
-0.23777910755716877,2,2,1.312671699518591,1,0,-1.7892859995987194,-1.670377888420755
-0.34039695122049046,2,2,1.3246781772261689,1,0,-1.7892859995987194,-1.6701596001861532
-0.2584304191379943,2,2,1.336684654933746,1,0,-1.7892859995987194,-1.6699413119515514
-0.32440380212425307,2,2,1.3486911326413233,1,0,-1.7892859995987194,-1.6697230237169498
-0.306189805202036,2,2,1.360697610348901,1,0,-1.7892859995987194,-1.669504735482348
-0.3992942035968453,2,2,1.3727040880564783,1,0,-1.7892859995987194,-1.6692864472477462
-0.4305910821113201,2,2,1.3847105657640555,1,0,-1.7892859995987194,-1.6690681590131444
-0.43702075800327767,2,2,1.3967170434716334,1,0,-1.7892859995987194,-1.6688498707785426
-0.39583326535297386,2,2,1.4087235211792106,1,0,-1.7892859995987194,-1.668631582543941
-0.5481080470516662,2,2,1.4207299988867879,1,0,-1.7892859995987194,-1.6684132943093393
